Date,open,high,low,close,volume,dividends,stock splits
2020-01-02 00:00:00-05:00,150.75863421764512,152.61011978828174,150.33137054564196,152.50567626953125,22622100,0.0,0.0
2020-01-03 00:00:00-05:00,150.32188716953644,151.86953184497025,150.0750127579454,150.60671997070312,21116200,0.0,0.0
2020-01-06 00:00:00-05:00,149.14454679865977,151.0625033700607,148.60333542196298,150.99603271484375,20813700,0.0,0.0
2020-01-07 00:00:00-05:00,151.27139620215743,151.6037060270749,149.37243324398585,149.61929321289062,21634100,0.0,0.0
2020-01-08 00:00:00-05:00,150.90105488844765,152.67659475751987,149.97056727826134,152.00245666503906,27746500,0.0,0.0
2020-01-09 00:00:00-05:00,153.66402741514324,154.02483489198275,152.89494999382345,153.90139770507812,21385000,0.0,0.0
2020-01-10 00:00:00-05:00,154.59454321052573,154.97432991321804,153.03738006085885,153.18930053710938,20725900,0.0,0.0
2020-01-13 00:00:00-05:00,153.58811046779502,155.05980957773,153.1133697541345,155.0313262939453,21626500,0.0,0.0
2020-01-14 00:00:00-05:00,155.13576394480137,155.33516141166606,153.55013175988464,153.93942260742188,23477400,0.0,0.0
2020-01-15 00:00:00-05:00,154.40461795427638,155.65794001006643,154.35715548774417,154.9363250732422,21417900,0.0,0.0
2020-01-16 00:00:00-05:00,156.04722053124934,157.84173918417008,155.74337963292575,157.7752685546875,23865400,0.0,0.0
2020-01-17 00:00:00-05:00,158.9621822424408,159.00965921241536,157.07270894577653,158.65835571289062,34371700,0.0,0.0
2020-01-21 00:00:00-05:00,158.259522712177,159.69324862590065,158.0221524073018,158.088623046875,29517200,0.0,0.0
2020-01-22 00:00:00-05:00,158.94317117317047,159.0286355049522,157.3100621026329,157.3290557861328,24138800,0.0,0.0
2020-01-23 00:00:00-05:00,157.7943071736997,158.37349137414458,156.92078607413185,158.2975311279297,19680800,0.0,0.0
2020-01-24 00:00:00-05:00,159.04764360030214,159.0666372872533,156.1422324781189,156.70242309570312,24918100,0.0,0.0
2020-01-27 00:00:00-05:00,153.00892947269364,155.12628353197823,152.10692499513692,154.08184814453125,32078100,0.0,0.0
2020-01-28 00:00:00-05:00,155.50604492516229,157.38601382767297,154.83192132073702,157.10118103027344,24899900,0.0,0.0
2020-01-29 00:00:00-05:00,159.36093366901352,160.22496510609736,157.3195547235763,159.5508270263672,34754500,0.0,0.0
2020-01-30 00:00:00-05:00,165.25722163927998,165.25722163927998,162.16190335753365,164.05137634277344,51597500,0.0,0.0
2020-01-31 00:00:00-05:00,163.51015584503386,163.69054509436427,161.0130157747917,161.6301727294922,36142700,0.0,0.0
2020-02-03 00:00:00-05:00,161.8200640230479,165.6844592239106,161.79158074783197,165.57052612304688,30107000,0.0,0.0
