Date,open,high,low,close,volume,dividends,stock splits,capital gains
2020-01-02 00:00:00-05:00,93.1167176660594,93.22608697283137,92.41495040266308,93.08026123046875,6277400,0.0,0.0,0.0
2020-01-03 00:00:00-05:00,92.00482294268024,92.79773479090906,91.54912791680593,92.26912689208984,8247500,0.0,0.0,0.0
2020-01-06 00:00:00-05:00,91.84988117070962,92.87064045261548,91.8225405838168,92.84329986572266,6441800,0.0,0.0,0.0
2020-01-07 00:00:00-05:00,92.58809788037713,92.74303945006247,92.14151877015672,92.6610107421875,6335300,0.0,0.0,0.0
2020-01-08 00:00:00-05:00,92.70657908646814,93.6817659734157,92.67012265710946,93.26252746582031,7494700,0.0,0.0,0.0
2020-01-09 00:00:00-05:00,93.54505788911247,93.91873108216431,93.34455100048496,93.66353607177734,6660600,0.0,0.0,0.0
2020-01-10 00:00:00-05:00,94.0189730695457,94.17390766338588,93.52682175380139,93.69087219238281,9300300,0.0,0.0,0.0
2020-01-13 00:00:00-05:00,93.84581321404877,93.86403795142735,93.04378570233823,93.36277770996094,7621700,0.0,0.0,0.0
2020-01-14 00:00:00-05:00,93.0802709801669,93.94609577108909,92.91622047950253,93.92786407470703,7294900,0.0,0.0,0.0
2020-01-15 00:00:00-05:00,94.03721594758252,94.98506233631937,93.9643030822904,94.73898315429688,7521800,0.0,0.0,0.0
2020-01-16 00:00:00-05:00,95.13087905805213,95.29492952473797,94.75721279987258,95.23113250732422,5479900,0.0,0.0,0.0
2020-01-17 00:00:00-05:00,94.9941761302751,95.37695823475758,94.9941761302751,95.23113250732422,6533400,0.0,0.0,0.0
2020-01-21 00:00:00-05:00,95.01239767512068,95.55011438190753,94.97594124448804,95.33138275146484,6644800,0.0,0.0,0.0
2020-01-22 00:00:00-05:00,95.54099721114906,95.76884466784644,95.32225864630574,95.44985961914062,9431500,0.0,0.0,0.0
2020-01-23 00:00:00-05:00,95.28581942897355,95.42252235502497,94.31063248747147,94.96682739257812,8522600,0.0,0.0,0.0
2020-01-24 00:00:00-05:00,95.0761822635087,95.12175453418129,93.14403341263814,93.38099670410156,15962700,0.0,0.0,0.0
2020-01-27 00:00:00-05:00,92.25089693235925,93.02557704185494,92.12330288860015,92.67013549804688,11762300,0.0,0.0,0.0
2020-01-28 00:00:00-05:00,92.94353353975725,93.4903660212987,92.68833855857581,93.12580871582031,8079900,0.0,0.0,0.0
2020-01-29 00:00:00-05:00,93.21696931708362,93.5450702776799,92.85241192160399,92.87064361572266,6435700,0.0,0.0,0.0
2020-01-30 00:00:00-05:00,92.18709692190916,92.2508939417205,91.40330099088195,92.19621276855469,10989400,0.0,0.0,0.0
2020-01-31 00:00:00-05:00,91.83164823238411,91.90455413980514,90.0544337561184,90.35519409179688,14476700,0.0,0.0,0.0
2020-02-03 00:00:00-05:00,90.98405451387715,91.83164739088855,90.98405451387715,91.17544555664062,11850600,0.0,0.0,0.0
2020-02-04 00:00:00-05:00,92.31466925777816,93.15314616484007,92.2964375687735,92.77947998046875,9575100,0.0,0.0,0.0
2020-02-05 00:00:00-05:00,93.21693610179805,94.89389674212408,93.2078202579869,94.5657958984375,14131000,0.0,0.0,0.0
2020-02-06 00:00:00-05:00,95.00329158007973,95.00329158007973,94.23772731827769,94.6478500366211,6166500,0.0,0.0,0.0
2020-02-07 00:00:00-05:00,94.65696168049035,94.73898343917547,93.76379646136009,93.90962219238281,6057200,0.0,0.0,0.0
2020-02-10 00:00:00-05:00,93.56328750815078,94.41087341308594,93.49037464965542,94.41087341308594,4010100,0.0,0.0,0.0
2020-02-11 00:00:00-05:00,94.73898118843742,95.05797322913286,94.54759013603218,94.97594451904297,10277100,0.0,0.0,0.0
2020-02-12 00:00:00-05:00,95.33139236243868,95.55012401493312,94.71164688590954,95.09442901611328,4705700,0.0,0.0,0.0
2020-02-13 00:00:00-05:00,94.74810349281239,95.03974801445419,94.45645897117058,94.6478500366211,4778500,0.0,0.0,0.0
2020-02-14 00:00:00-05:00,94.74808185317067,94.78453827921881,94.25593053154938,94.72074127197266,5114200,0.0,0.0,0.0
2020-02-18 00:00:00-05:00,94.72075406395236,94.83923224959496,94.07366805925216,94.38353729248047,8409300,0.0,0.0,0.0
2020-02-19 00:00:00-05:00,94.629623342797,94.95772429204071,94.53848573541903,94.82101440429688,6427900,0.0,0.0,0.0
2020-02-20 00:00:00-05:00,94.60227850633865,94.69341610962267,93.35367178595178,94.21038055419922,8080900,0.0,0.0,0.0
2020-02-21 00:00:00-05:00,93.84582189280016,94.35619802683118,93.51772096282212,94.26506042480469,6510800,0.0,0.0,0.0
2020-02-24 00:00:00-05:00,91.98660374047947,92.60634929112327,90.85648195519538,91.2939453125,16284500,0.0,0.0,0.0
2020-02-25 00:00:00-05:00,91.62203517708441,91.82254208872295,88.21343853929075,88.52330780029297,20301600,0.0,0.0,0.0
2020-02-26 00:00:00-05:00,89.01545862554737,90.06355850437728,88.32280723978735,88.51419830322266,13721600,0.0,0.0,0.0
2020-02-27 00:00:00-05:00,87.557226684156,88.71468878802101,85.48837468789701,85.50659942626953,22047900,0.0,0.0,0.0
2020-02-28 00:00:00-05:00,83.25547056823585,84.44939613139492,82.00687078648608,84.40382385253906,27750600,0.0,0.0,0.0
2020-03-02 00:00:00-05:00,84.4311571774356,88.49595517175,84.13951269655864,88.35924530029297,22359400,0.0,0.0,0.0
2020-03-03 00:00:00-05:00,88.57799616561998,90.12735638148935,85.00534208750231,86.16281127929688,33385500,0.0,0.0,0.0
2020-03-04 00:00:00-05:00,88.75114696097647,91.27570090636164,88.56887176025946,91.12987518310547,26418700,0.0,0.0,0.0
2020-03-05 00:00:00-05:00,89.1794999834328,90.40076606050803,88.00380618252463,89.01544952392578,17873000,0.0,0.0,0.0
2020-03-06 00:00:00-05:00,86.57292880776639,88.86051951346217,86.21748728598081,88.54153442382812,17917700,0.0,0.0,0.0
2020-03-09 00:00:00-04:00,83.29190189666097,85.92581750287195,82.03418664754182,83.9389877319336,21968500,0.0,0.0,0.0
2020-03-10 00:00:00-04:00,86.36330531291449,86.9648190063895,82.88179631648099,86.81900024414062,26473200,0.0,0.0,0.0
2020-03-11 00:00:00-04:00,84.76838797197391,85.36990177130907,82.43522478520386,83.50155639648438,23217900,0.0,0.0,0.0
2020-03-12 00:00:00-04:00,78.38867508290333,81.77904782741075,75.55425093108963,77.26766204833984,20652200,0.0,0.0,0.0
2020-03-13 00:00:00-04:00,80.85850374503924,82.84533377676729,76.70256850387874,82.62660217285156,29162800,0.0,0.0,0.0
2020-03-16 00:00:00-04:00,75.2078980952405,79.33650054573847,73.52182802279654,74.47879028320312,21474800,0.0,0.0,0.0
2020-03-17 00:00:00-04:00,76.019043690651,79.79219775686909,75.05296555661295,79.15422058105469,27899700,0.0,0.0,0.0
2020-03-18 00:00:00-04:00,75.09853693218241,77.74156930671705,72.83828668650588,76.5294189453125,28931000,0.0,0.0,0.0
2020-03-19 00:00:00-04:00,75.67270554990527,76.79371823475478,74.12334543438827,74.96182250976562,27121100,0.0,0.0,0.0
2020-03-20 00:00:00-04:00,75.60890674120377,76.38358678061105,71.67170257470653,72.08182525634766,22004900,0.0,0.0,0.0
2020-03-23 00:00:00-04:00,71.61659605555656,71.71733607582314,67.3489097829302,68.3379898071289,33633000,0.382,0.0,0.0
2020-03-24 00:00:00-04:00,71.57079101267222,73.7504235489391,71.03961776856632,73.60389709472656,16775800,0.0,0.0,0.0
2020-03-25 00:00:00-04:00,73.11851006845546,77.01071550488605,72.2301772850686,74.58381652832031,16851800,0.0,0.0,0.0
2020-03-26 00:00:00-04:00,75.2523769724566,79.95965676224982,75.10585047816122,79.53838348388672,18822500,0.0,0.0,0.0
2020-03-27 00:00:00-04:00,77.23967339648483,79.88637968006269,77.18472684643044,77.83495330810547,13043200,0.0,0.0,0.0
2020-03-30 00:00:00-04:00,79.23616498879205,81.63559839094185,79.22701188634915,81.47991180419922,13766700,0.0,0.0,0.0
2020-03-31 00:00:00-04:00,81.55317505705652,81.99276151694559,80.2618749835432,81.12274169921875,13584900,0.0,0.0,0.0
2020-04-01 00:00:00-04:00,78.4119170690012,79.11709005408316,77.28546392575694,78.03643035888672,15255200,0.0,0.0,0.0
2020-04-02 00:00:00-04:00,77.64262710002075,80.38090608691792,76.86418742660703,80.19774627685547,13588000,0.0,0.0,0.0
2020-04-03 00:00:00-04:00,79.94134040119756,80.70146708482734,78.57678059852412,79.47427368164062,12934200,0.0,0.0,0.0
2020-04-06 00:00:00-04:00,82.00192860839515,84.11745522162441,81.63560186913907,83.6412353515625,13472900,0.0,0.0,0.0
2020-04-07 00:00:00-04:00,85.76592296980664,85.9216095648436,82.87194938461788,82.95437622070312,16699200,0.0,0.0,0.0
2020-04-08 00:00:00-04:00,83.66869236410334,86.874038481857,82.62466590186015,86.3703384399414,32624300,0.0,0.0,0.0
2020-04-09 00:00:00-04:00,87.15794602968364,87.32279269549934,86.05897291564605,86.84657287597656,12982500,0.0,0.0,0.0
2020-04-13 00:00:00-04:00,86.53520289123148,86.83742297854661,84.85926974369609,86.08645629882812,9606600,0.0,0.0,0.0
2020-04-14 00:00:00-04:00,87.77153977524729,89.26431986573506,87.47847981056084,88.94378662109375,12830800,0.0,0.0,0.0
2020-04-15 00:00:00-04:00,87.76237712380433,89.00788358497189,87.26783717712604,88.48587036132812,11019000,0.0,0.0,0.0
2020-04-16 00:00:00-04:00,89.14527915440009,90.64721966218754,88.86137921667977,90.41826629638672,11331600,0.0,0.0,0.0
2020-04-17 00:00:00-04:00,92.61617986744984,92.61617986744984,91.02266696824515,92.29564666748047,11504400,0.0,0.0,0.0
2020-04-20 00:00:00-04:00,91.41648531383413,92.87263212578206,91.31574528967606,91.56301879882812,10558100,0.0,0.0,0.0
