Date,open,high,low,close,volume,dividends,stock splits
2020-01-02 00:00:00-05:00,42.291415201609034,42.67694854736328,42.090268759113364,42.67694854736328,2587200,0.0,0.0
2020-01-03 00:00:00-05:00,42.123800106362246,42.26628179788226,41.73826667758109,42.13218307495117,2276100,0.0,0.0
2020-01-06 00:00:00-05:00,42.165701670790234,42.53447229935193,41.92264677604571,42.526092529296875,3978800,0.0,0.0
2020-01-07 00:00:00-05:00,42.48418609818086,43.09601165044303,42.48418609818086,42.95353317260742,3573500,0.0,0.0
2020-01-08 00:00:00-05:00,43.12116594875117,43.22173920003872,42.75239203208679,43.00382995605469,3941400,0.0,0.0
2020-01-09 00:00:00-05:00,43.17144759579042,43.24687832764189,42.970301108963675,43.146305084228516,2775400,0.0,0.0
2020-01-10 00:00:00-05:00,43.07087358850121,43.07087358850121,42.257898292649934,42.35847473144531,3307800,0.0,0.0
2020-01-13 00:00:00-05:00,42.46742925630953,42.65181620349986,42.36685601109926,42.643436431884766,3557500,0.0,0.0
2020-01-14 00:00:00-05:00,42.60152973636607,42.92001220160439,42.45066827507814,42.75238800048828,3150100,0.0,0.0
2020-01-15 00:00:00-05:00,42.517725010657756,42.651823760419255,42.21600202440278,42.48419952392578,4273600,0.0,0.0
2020-01-16 00:00:00-05:00,39.182010494009816,39.76869364351374,38.85514503565982,39.15686798095703,12395200,0.0,0.0
2020-01-17 00:00:00-05:00,39.26581825324267,39.35801172420289,38.43608340893215,38.704280853271484,12579800,0.0,0.0
2020-01-21 00:00:00-05:00,38.813240091619214,39.81059921572823,38.746189126721475,39.2071533203125,7863100,0.0,0.0
2020-01-22 00:00:00-05:00,39.324482459591124,39.450201398285394,38.97247454671184,39.16524124145508,6344800,0.0,0.0
2020-01-23 00:00:00-05:00,38.95572166461666,39.760314123767195,38.762954921101404,39.40830612182617,5586200,0.0,0.0
2020-01-24 00:00:00-05:00,39.36612500811011,39.399872994527556,38.42120391711764,38.767112731933594,6416400,0.31,0.0
2020-01-27 00:00:00-05:00,38.10902650247319,38.60679786317458,37.9993504126663,38.00778579711914,5940100,0.0,0.0
2020-01-28 00:00:00-05:00,38.30307888357026,38.328388257385235,37.805307482108724,37.9402961730957,8295700,0.0,0.0
2020-01-29 00:00:00-05:00,38.049972157342026,38.117468111824465,37.3581547158183,37.51001739501953,9836000,0.0,0.0
2020-01-30 00:00:00-05:00,37.256912961204605,38.370570431965774,37.20629099675759,38.303077697753906,5153400,0.0,0.0
2020-01-31 00:00:00-05:00,37.99936127306969,38.125911386334884,37.408784422677336,37.78000259399414,6765800,0.0,0.0
2020-02-03 00:00:00-05:00,37.99935241730531,38.70804382893832,37.898108488226185,38.14277648925781,6482200,0.0,0.0
2020-02-04 00:00:00-05:00,38.67430737847819,39.34081562748959,38.665871991066396,38.767112731933594,6870500,0.0,0.0
2020-02-05 00:00:00-05:00,39.214264386103515,39.82171530058369,39.1889550041286,39.636104583740234,5209400,0.0,0.0
2020-02-06 00:00:00-05:00,39.863883034354906,40.184482359905715,39.70358498077152,40.108551025390625,5696900,0.0,0.0
2020-02-07 00:00:00-05:00,39.847013797363076,40.08324321362445,39.63609375616273,39.863887786865234,3867000,0.0,0.0
2020-02-10 00:00:00-05:00,39.63609204286321,39.70358799795428,39.09613727567178,39.22269058227539,3078900,0.0,0.0
2020-02-11 00:00:00-05:00,39.366116093474936,39.484230800803246,39.070829325154165,39.163631439208984,3480600,0.0,0.0
2020-02-12 00:00:00-05:00,39.49266976704457,39.821704517159375,39.239563142293704,39.2817497253418,2631600,0.0,0.0
2020-02-13 00:00:00-05:00,39.1805072942139,39.31549599735735,38.775541184783535,38.834598541259766,2699300,0.0,0.0
2020-02-14 00:00:00-05:00,38.89365564421684,39.00333497055115,38.54774689351743,38.72492218017578,3770800,0.0,0.0
2020-02-18 00:00:00-05:00,38.64055304921781,38.83459911168776,38.11747221915163,38.21027755737305,3253200,0.0,0.0
2020-02-19 00:00:00-05:00,38.21870998195012,38.81772211338325,38.13434325467775,38.741790771484375,3957000,0.0,0.0
