Date,open,high,low,close,volume,dividends,stock splits
2020-01-02 00:00:00-05:00,23.236813883080803,23.245316387945934,22.69266654520809,22.913726806640625,3385800,0.0,0.0
2020-01-03 00:00:00-05:00,22.760687782962265,22.905227140206993,22.72667775928718,22.777692794799805,3405400,0.0,0.0
2020-01-06 00:00:00-05:00,22.76068978200783,22.956242570253174,22.684168843705333,22.743684768676758,3513900,0.0,0.0
2020-01-07 00:00:00-05:00,22.75218291334292,22.854209730394334,22.42059332539529,22.8457088470459,4252100,0.0,0.0
2020-01-08 00:00:00-05:00,22.888219385908627,22.905224395708633,22.633150725656517,22.65015411376953,5922600,0.0,0.0
2020-01-09 00:00:00-05:00,22.624644217572037,22.624644217572037,22.369573980764834,22.48860740661621,5709400,0.0,0.0
2020-01-10 00:00:00-05:00,22.47160730154633,22.480109806796555,22.020984253406773,22.36107635498047,8430700,0.0,0.0
2020-01-13 00:00:00-05:00,22.361081456657555,22.514123342703964,22.27605962813171,22.344078063964844,4303600,0.0,0.0
2020-01-14 00:00:00-05:00,22.59914731880963,22.80320263105749,22.488617966141504,22.667165756225586,4837200,0.0,0.0
2020-01-15 00:00:00-05:00,22.70117667745648,23.049771385616623,22.66716664656889,22.95624542236328,3302800,0.0,0.0
2020-01-16 00:00:00-05:00,23.032764529512455,23.10078296416442,22.769193297947016,22.998754501342773,4761000,0.0,0.0
2020-01-17 00:00:00-05:00,23.007257008385196,23.126290485291683,22.871220139081263,22.998754501342773,4882400,0.0,0.0
2020-01-21 00:00:00-05:00,23.01575225028946,23.100775672187826,22.794692002028466,22.964738845825195,5347700,0.0,0.0
2020-01-22 00:00:00-05:00,23.015755526324174,23.185802394325172,22.250547863693935,22.259050369262695,11147400,0.0,0.0
2020-01-23 00:00:00-05:00,22.23354383251815,22.93073310301461,22.199535430431276,22.896724700927734,5030500,0.0,0.0
2020-01-24 00:00:00-05:00,22.845714299112924,22.845714299112924,22.327072719986948,22.49711799621582,6227400,0.0,0.0
